样本ID,source_split,数据来源,音频路径,audio_exists_in_zip,原始标签,建议细分标签,映射训练场景,场景ID,场景名称,ASR状态,paraformer_hotword_status,paraformer_hotword_seconds,文本长度,质量评分(1-5),复核结论,建议接入,用途层级,风险标签,建议用途,AI精审结论,AI精审理由,AI建议用途,文本摘要,开场候选句,转写全文,备注/问题,处理日期,精品库序号
taf-0290,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-11/tts_test1827/tts_test1827.mp3,True,客服诈骗,贷款/APP或钓鱼链接诈骗,SC-09 虚假贷款诈骗,SC-09,虚假贷款诈骗,done,done,8.33,416,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，这边是深圳发展银行的贷款服务中心。您之前有咨询过我们的贷款业务，最近我们的贷款政策有所调整，可以为您提供更低的利率和更灵活的还款方式。你好，我目前没有贷款的需求，哎呀，那...,喂，你好，这边是深圳发展银行的贷款服务中心。您之前有咨询过我们的贷款业务，最近我们的贷款政策有所调整，可以为您提供更低的利率和更灵活的还款方式。,"喂，你好，这边是深圳发展银行的贷款服务中心。您之前有咨询过我们的贷款业务，最近我们的贷款政策有所调整，可以为您提供更低的利率和更灵活的还款方式。你好，我目前没有贷款的需求，哎呀，那真是太可惜了。不过呢您知道吗？我们这次的政策调整是为了更好的服务老客户。您之前在我们这里办理过贷款，我们现在有一个特别的优惠，只需要您点击一下链接，就可以看到详细的这个贷款方案。然后我就不太方便上网，然后再说我对贷款真的没兴趣，那真是太遗憾了。不过呀如果您改变主意了，可以随时联系我。我的电话是一二三四五六七八九零一。另外为了方便您了解我们的需求，我可以将链接发送到您的手机上，只需要动动手指就可以了，就解了。那好吧，你可以发给我看看。好的，我会立即给您发送。您收到后记得看一下哦，有有任何疑问都可以随时联系我。好的，谢谢不客气，希望我们的服务能帮到你。对，我们还有一款专门的APP,您可以下载安装，然后注册后还有更多优惠，等着您那TD,我也看一下吧。",包含典型风险触发词,2026-06-27,151
taf-0038,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-10/tts_test37/tts_test37.mp3,True,银行诈骗,虚假贷款诈骗,SC-09 虚假贷款诈骗,SC-09,虚假贷款诈骗,done,done,8.67,415,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；信息索取,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，我是李老板吗？嗯，你就说李老板下午好，我是东莞银行的信贷专员。您在凤岗镇附近的信息咨询服务部营业执照就可以到我行申请一笔创业贷款，比金十万到五十万不等。想问一下您最近有没...,喂，你好，我是李老板吗？嗯，你就说李老板下午好，我是东莞银行的信贷专员。,喂，你好，我是李老板吗？嗯，你就说李老板下午好，我是东莞银行的信贷专员。您在凤岗镇附近的信息咨询服务部营业执照就可以到我行申请一笔创业贷款，比金十万到五十万不等。想问一下您最近有没有需要嗯，最近生意不太好，可能需要点这个资金不等。那太好了。我们这笔贷款的条件非常宽松，不需要任何抵押。这个月息只有两厘，而且审批速度快，一般三天内就可以放款。听起来不错，怎么申请呢？非常简单，您只需要提供身份证和营业执照的复印件。我们这边会帮您准备其他材料，等于说您可以加一下我的微信，把这个资料发给我，我来帮您办微信。这样不太好吧，我还是直接去银行办理吧。李老板，这样真的太麻烦了，加个微信可以节省您的时间，而且我们还可以提供一些优惠信息，比如嗯近期有什么活动，然后贷款额度最高可以增加到一百万。那好吧，加个微信吧，太好了。我的微信是一三八零零一三八零零零。然后加了微信后，我会发给您详细的资料清单，然后您准备好后发给我就可以了。好的，我加一下。,包含典型风险触发词,2026-06-27,152
taf-0581,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-10/tts_test919/tts_test919.mp3,True,投资诈骗,投资理财诈骗,SC-02 投资理财诈骗,SC-02,投资理财诈骗,done,done,6.2,415,5,可直接用,是,L3 精品精审库,恐惧施压；利益诱导,随机开场/收益诱导话术/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，是李老板吗？你好呀，我是哪位？哎，老板上午好，我是来自金融投资中心的小张。我们专注于提供高收益的投资理财服务。哦，你们是怎么招到哦？我们通过一些公开的商业信息，了解到您的...,喂，你好，是李老板吗？你好呀，我是哪位？,喂，你好，是李老板吗？你好呀，我是哪位？哎，老板上午好，我是来自金融投资中心的小张。我们专注于提供高收益的投资理财服务。哦，你们是怎么招到哦？我们通过一些公开的商业信息，了解到您的企业觉得您可能对我们的服务感兴趣。比如说我们最近有一个投资项目，预期年化收益达到百分之十，非常稳定，安全听起来不错，但投资总是有风险的，就是你们怎么保证资金安全，我们公司有专业的风险控制团队，每一步投资都会经过严格的审核。而且呢我们有一个特别的审核。只要您今天决定加入我们，还可以为您提供一次免费的这个风险评估服务。免费的风险评估听起来不错，但我需要了解一下更多细节。好的，那我就加一下您的微信，把详细资料发给您，您可以先了解一下，然后我们不会频繁打扰您，只希望您了解解一下这个机会。行吧？微微信行行，我最近确实紧张的是来自金融，很快回复没问题。那我加您微信后，不会打扰到您，您有空的时候可以随时联系我，我们这边也会保留这个优惠，给您不会错过机会的。,包含典型风险触发词,2026-06-27,153
taf-0809,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00785/tts_fraud_00785.mp3,True,身份盗窃,彩票中奖诈骗,SC-05 虚假中奖,SC-05,虚假中奖,done,done,5.17,413,5,可直接用,是,L3 精品精审库,利益诱导；时间压力,随机开场/利益诱导话术/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，是李先生吗？哦，我是您的邻居，怎么也是小张，您还记得我吧？我今天给您打电话，是因为有些急事需要你的帮助。好，小张，你好，也得记得。那你妈妈上台来我家，接过糖吗？好，李医生，你说...,喂，是李先生吗？哦，我是您的邻居，怎么也是小张，您还记得我吧？,喂，是李先生吗？哦，我是您的邻居，怎么也是小张，您还记得我吧？我今天给您打电话，是因为有些急事需要你的帮助。好，小张，你好，也得记得。那你妈妈上台来我家，接过糖吗？好，李医生，你说一下，这样的阿姨刚来出门的时候，不小心被车撞了，现在在医院，然后需要交一笔手续费，我身上带的钱不够，您能先帮我垫付一下吗？等我赶到医院，再把钱还给你。嗯，张也被撞了，这在怎么办？他现在的情况怎么样，需要多少钱吗？嗯，我觉得还能凑一凑，你先告诉我具体数额吧，这怎么办？不过我这会还在医院，要不你先去窗口问问，能能不能先欠着，然后我马上过去看。李先生真的非常感谢您，但是时间不等人，医生说需要尽快手术，不然会有危险。现在需要五千块钱，我这三千块，您能先借我两千吗？嗯，您直接转到我的卡上，我这就去给医生交费，我姨的这个情况真的不能再等了。好的好的，我今天去转，你等一下，我看看卡号。对了，小张，你先别急，医院这边我会联系的，你就放心，你把卡号发给我。,包含典型风险触发词,2026-06-27,154
taf-0319,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-12/tts_test2613/tts_test2613.mp3,True,客服诈骗,贷款/APP或钓鱼链接诈骗,SC-09 虚假贷款诈骗,SC-09,虚假贷款诈骗,done,done,7.49,412,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；信息索取,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，我是小李，我是负责网络贷款的。你最近有没有资金周转的需求？哦，你好，我目前还好，其实嗯没有什么特别的需求。嗯，好的，那你方便加个微信吗？我们这边有最新的专款放款，可以随时...,喂，你好，我是小李，我是负责网络贷款的。你最近有没有资金周转的需求？,"喂，你好，我是小李，我是负责网络贷款的。你最近有没有资金周转的需求？哦，你好，我目前还好，其实嗯没有什么特别的需求。嗯，好的，那你方便加个微信吗？我们这边有最新的专款放款，可以随时咨询微信就不加了。我就怕这个骚扰信息太多哦，这样的你方便留个手机号吗？我们可以短信通知你最新的贷款信息。好吧，你说说看，那你们的贷款条件是什么？我们这边的贷款条件非常灵活，只要你有稳定的收入来源，然后年龄在二十到六十岁之间，其实都可以申请。听起来不错。但是你们的利率是多少？我们的利率非常低，最低的话，可以做到百分之六，而且审批速度快，就是当天申请当天放款。那我需要提供哪些资料？你只需要提供身份证、收入证明和银行流水，我们就会有专人审核，听起来挺方便的那我就具体怎么申请，你可以点击这个链接，然后下载我们的APP,然后填写相关信息，然后提交申请就可以了。好的，我试试看。然后谢谢你的介绍，不客气，有任何问题随时联系我，祝你生活愉快，生意兴隆。",包含典型风险触发词,2026-06-27,155
taf-0035,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-10/tts_test275/tts_test275.mp3,True,银行诈骗,虚假征信/贷款账户诈骗,SC-10 虚假征信修复,SC-10,虚假征信修复,done,done,7.72,412,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，您好，我是李经理，这边是华夏银行信贷部的。我们注意到您的企业，最近呢可能有些资金周转的需要，我们有一款不需要查个人征信的贷款产品，最高可以授信五十万。您觉得感兴趣吗？嗯，那五十...,喂，您好，我是李经理，这边是华夏银行信贷部的。我们注意到您的企业，最近呢可能有些资金周转的需要，我们有一款不需要查个人征信的贷款产品，最高可以授信五十万。,"喂，您好，我是李经理，这边是华夏银行信贷部的。我们注意到您的企业，最近呢可能有些资金周转的需要，我们有一款不需要查个人征信的贷款产品，最高可以授信五十万。您觉得感兴趣吗？嗯，那五十万听起来不错，但后我不太相信这些电话，那你们真的能提供这样的服务吗？当然可以，我们是正规金融机构，然也可以放心。为了方便您了解详情，您可以点击我发送的链接，下载我们的官方APP,那里面可以查看具体的产品信息和办理流程。好的，我试试看下载APP之后怎么操作呢？下载AP.然后您只需要注册并填一一些基本信息，然后提交申请。然后我们的专员会尽快联系您，指导您完成后续的手续。那我可以加你们的客服微信吗？有时候电话联系不到你们，当然可以，您可以添加我的微信，我的微信号是LG一一二三四五六七八九，然后有任何问题都可以直接联系我，我会第一时间为您解答。好的，我马上加你微信，谢谢。不客气，期待您的消息。如果还有什么其他问题，随时可以联系我，祝你一切顺利。",包含典型风险触发词,2026-06-27,156
taf-0455,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00220/tts_fraud_00220.mp3,True,客服诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,7.07,412,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，您好，这里是某某银行的客服中心，我是小李。我们检测到您的银行卡可能有异常交易，需要您配合我们进行身份验证，以确保您的资金安全。您方便现在提供一些信息吗？哦，真的吗？哦，就是我的...,喂，您好，这里是某某银行的客服中心，我是小李。我们检测到您的银行卡可能有异常交易，需要您配合我们进行身份验证，以确保您的资金安全。,喂，您好，这里是某某银行的客服中心，我是小李。我们检测到您的银行卡可能有异常交易，需要您配合我们进行身份验证，以确保您的资金安全。您方便现在提供一些信息吗？哦，真的吗？哦，就是我的银行卡嗯，怎么会有异常交易呢？我最近都没怎么懂，嗯，你是是怎么发现的这样的？我们监测到您的银银卡，在海外外一笔大额消费费显显然符符合您消消费习惯。所以我们怀怀疑，这可能是一起欺诈交易。为了您的安全，我们需要尽快确认您的身份，并采取必要的措施。您能告诉我您的全名和出生日吗吗？那我们们尽快快的一下哦，就这样，那我确实没出国，也不可能在国外的消费。那我得赶紧确认一下我的名字叫张伟，就是出生日期是一九九八年五月十二日。那你们能查一下这笔交易吗？好的，我明白了。为了您的安全，我会记录下这些信息，并尽快与相关部门核实。如果需要进一步的协助，我们会通过官方渠道联系您，感谢您的配合，祝您一切顺利，再见。好的，谢谢你们的帮助，希望尽快解决这个问题，再见。,包含典型风险触发词,2026-06-27,157
taf-0094,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-11/tts_test2428/tts_test2428.mp3,True,银行诈骗,贷款/APP或钓鱼链接诈骗,SC-09 虚假贷款诈骗,SC-09,虚假贷款诈骗,done,done,8.28,410,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，我是农商银行的李经理。你之前在我们银行申请过贷款，现在有一个特别好的机会，可以给你提供低利率的信用贷款。你有兴趣了解一下吗？你好，我最近确实有点需要资金周转啊，可以具体说...,喂，你好，我是农商银行的李经理。你之前在我们银行申请过贷款，现在有一个特别好的机会，可以给你提供低利率的信用贷款。,"喂，你好，我是农商银行的李经理。你之前在我们银行申请过贷款，现在有一个特别好的机会，可以给你提供低利率的信用贷款。你有兴趣了解一下吗？你好，我最近确实有点需要资金周转啊，可以具体说说吗？好的，那我们这次推出的贷款产品呢，就是利息低，审批快，不需要抵押。只要你符合我们的条件，就可以很快获得贷款。那你只需要提供一些基本信息，我们就可以为你进行预审批。听起来还不错，那我需要怎么做？非常简单，你只需要点击我发给你的链接，填写一些基本信息，然后我们会尽快审核，审核通过后呢，资金很快就能到账。好的，我明白了。那你能把链接发给我吗？当然可以，我马上发给你。另外为了确保你的信息安全，你也可以下载我们的官方AP,通过APP申请呢就会更安全便捷。好好的，我等一下就去下载APP,还有什么需要什么什么注意的吗？只需要在app上填写相关信息，如果有任何问题，可以随时联系我们的客服，然后祝你申请顺利。谢谢谢你的帮助，我就就去下载app.",包含典型风险触发词,2026-06-27,158
taf-0341,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-12/tts_test3247/tts_test3247.mp3,True,客服诈骗,贷款/APP或钓鱼链接诈骗,SC-09 虚假贷款诈骗,SC-09,虚假贷款诈骗,done,done,8.3,410,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；信息索取,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，我是来自金鼎金融的李经理。我们最近推出了一个特别优惠的贷款产品，利率非常低，想了解一下吗？嗯，可以吧，你说说看好的我们这个贷款产品呢，就是这个无抵押无担保，然要有稳定的工...,喂，你好，我是来自金鼎金融的李经理。我们最近推出了一个特别优惠的贷款产品，利率非常低，想了解一下吗？,"喂，你好，我是来自金鼎金融的李经理。我们最近推出了一个特别优惠的贷款产品，利率非常低，想了解一下吗？嗯，可以吧，你说说看好的我们这个贷款产品呢，就是这个无抵押无担保，然要有稳定的工作收入呢，就可以申请最高就可以贷到三十万。这么好。那怎么办理呢？非常简单，就是你只需要下载我们金鼎金融的官方APP,然后在上面填写个人信息，然后上传相关证件，然后审核通过后就可以提款了。那我需要提供什么资料呢？你需要提供身份证、正反面照片、工作证明、银行流水，还有你的联系方式，听起来挺麻烦的。其实很简单，我们有专门的客服指导你一步步操作，而且审核速度非常快，一般当天就就能完成。那我就试试吧。App,这个叫什么名字？我们的APP叫金鼎贷。你可以在应用商店搜索下载后，下载后，记得加我这个微信，我可以给你提供更多的帮助。好的，我试试看。比如说你的微信是多，我的微信是JENDIDAERTa二三，然后你加我吧，有什么什么什么问题随时可以找我。",包含典型风险触发词,2026-06-27,159
taf-0033,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-10/tts_test230/tts_test230.mp3,True,银行诈骗,贷款/APP或钓鱼链接诈骗,SC-09 虚假贷款诈骗,SC-09,虚假贷款诈骗,done,done,7.86,409,5,可直接用,是,L3 精品精审库,利益诱导；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,你好你好，我是小张，在在一家叫做易贷保的贷款公司工作。我们这里有一个特别优惠的贷款产品，利率特别低，你有兴趣了解一下吗？呃，贷款我最近确实有点资金周转的需求，就是你能详细说说吗？当...,你好你好，我是小张，在在一家叫做易贷保的贷款公司工作。我们这里有一个特别优惠的贷款产品，利率特别低，你有兴趣了解一下吗？,"你好你好，我是小张，在在一家叫做易贷保的贷款公司工作。我们这里有一个特别优惠的贷款产品，利率特别低，你有兴趣了解一下吗？呃，贷款我最近确实有点资金周转的需求，就是你能详细说说吗？当然可以。我们的贷款产品没有任何隐形费用，审批速度也很快。只要你提供一些基本的个人信息，你有当天就能放款，听起来不错，但我对网上的信息其实不太放心。怎么确保你们是正规的公司呢？这你就放心吧，我们公司是经过国家认证的，你可以先加我微信，我发一些公司资料给你看。然后你看完资料再决定加微信就不必了。你能不能直接告诉我怎么申请？好的，那你可以先下载我们的APP,然后注册后填写个人信息，我们会尽快审核。为了加快审核速度，你可以先支付一笔小额的审核，费用，审核通过后就会全额退还的。好吧，跟我试试。那AP叫什么名？对我的AP企业叫易贷宝，你可以在手机应用商店搜索下载，下载后就记得用这个电话号码注册哦，k三三零零零零零零。好的，谢谢你我马上去下载。",包含典型风险触发词,2026-06-27,160
taf-0155,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_00270/tts_fraud_00270.mp3,True,银行诈骗,投资理财诈骗,SC-02 投资理财诈骗,SC-02,投资理财诈骗,done,done,6.68,408,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是您开户行的客服代表李华，我们检测到您的账户有异常交易。为了您的资金安全，请您提供一下您的身份证号码，以便我们进行核实。您好，李华，我确实收到过短信，说账户有异常，不过我还...,您好，我是您开户行的客服代表李华，我们检测到您的账户有异常交易。为了您的资金安全，请您提供一下您的身份证号码，以便我们进行核实。,您好，我是您开户行的客服代表李华，我们检测到您的账户有异常交易。为了您的资金安全，请您提供一下您的身份证号码，以便我们进行核实。您好，李华，我确实收到过短信，说账户有异常，不过我还没来得及处理呢。你们是怎么知道我的信息的？能确定你们是银行的客服吗？非常抱歉。引起您的疑虑。我们是通过银行内部系统检测到您的账户，存在一笔可疑的境外交易记录，需要立即处理。为了证明我们的身份，我可以提供工号二一五七给您记录。请问您的身份证号码是多少？我们这边就会立即帮您冻结异常交易。好吧，那我怎么确认这个工号是真的呢？你们银行有没有其他的联系方式哈，我这边也想再核实一下，我理解您的谨慎。不过现在情况紧急，那笔境外交易金额高达五万八千元，而且正在进行转账操作。如果您不立即提供身份信息，我们就无法及时冻结账户。您可以拨打我们银行的官方客服热线，但处理时间可能会延迟，导致你的资金损失。建议您先告诉我您的身份证号码，我这边立即为您处理。,包含典型风险触发词,2026-06-27,161
taf-0207,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_01113/tts_fraud_01113.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,8.02,408,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是工商银行的客服人，员工号零零二五。我们系统检测到您的账户，存在异常交易。为了您的资金安全，我们需要进行核实。请问您最近是否有接到过疑似诈骗的电话或短信？哎，真的吗？我最近...,您好，我是工商银行的客服人，员工号零零二五。我们系统检测到您的账户，存在异常交易。,您好，我是工商银行的客服人，员工号零零二五。我们系统检测到您的账户，存在异常交易。为了您的资金安全，我们需要进行核实。请问您最近是否有接到过疑似诈骗的电话或短信？哎，真的吗？我最近确实接到过一些奇怪的电话，我就没太在意你说的这个账户异常交易是怎么回事，我需要怎么做？我是您的配配，为了怀疑疑些电话话，能与您的账户异常常关。为了确确保您资资金安全，需要您提供供下下最近一次交易详详情，以便我们进行比对。另外，您能否告诉我您的完整姓名和身份证号码？我们需要实异常的身份，我的好的，我明白了。然后我在账身身份证号，可是您十零零五五，您一九七四年三月二十一日出生的，最近一次交易是前天我在超市买了点菜花了，大概两百多块钱。然后你们能查到，为了了您的配全，我已经经记录了您的信是会尽快处理，请您保持通讯畅通，我们可能会再次联系您，感谢您的配合，祝你一切顺利，再见。好的，谢谢你。工商银行客服，希望你们能帮我解决这个问题，再见。,包含典型风险触发词,2026-06-27,162
taf-0783,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_00630/tts_fraud_00630.mp3,True,身份盗窃,冒充熟人/亲友紧急诈骗,SC-12 冒充熟人借钱,SC-12,冒充熟人借钱,done,done,4.8,405,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/亲情焦虑话术/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，您好，我是您的邻居张阿姨，您家小明现在在我这里，他刚刚从外面回来，看上去非常不舒服，需要马上去医院。您能赶紧过来一趟吗？呃，如果实在来不了，能不能先转账？以前您我带带呢，您这看...,喂，您好，我是您的邻居张阿姨，您家小明现在在我这里，他刚刚从外面回来，看上去非常不舒服，需要马上去医院。您能赶紧过来一趟吗？,喂，您好，我是您的邻居张阿姨，您家小明现在在我这里，他刚刚从外面回来，看上去非常不舒服，需要马上去医院。您能赶紧过来一趟吗？呃，如果实在来不了，能不能先转账？以前您我带带呢，您这看张阿姨，您真的太好了。小明，一个人住，确实让人不放心，我这边马上赶不及及马需要半个小时。您能先带他去附近的医院院吗？我我再再起过去，如果实在来不及，我马上给您转账，那您先带他去看医生吧，谢谢您了。好的好的，您快来吧，我这就带他去附近医院，您转账钱我会先垫上。然后您到了再给我，这是我的银行卡号六二二二零八零一零一二三四五六七。那您尽快转账过来，我好带他去看医生，时间不等。对，嗯，张阿姨，我这就转账，给您带他去，把二十分钟内肯定到这，您对他太感谢了。嗯，马上出来。好的，您路上注意安全，我这就出他他去附近医院，您到了再联系我，就希望他没事，路上真的小心。好的，张阿姨，您也小心，我这边马上转账，您先带他去吧，谢谢你，真的太感谢了。,包含典型风险触发词,2026-06-27,163
taf-0202,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00900/tts_fraud_00900.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,6.23,405,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，您好，这里是您的银行客服中心目检测到您的账户，有异常活动，需要您配合，我们进行安全验证。请问您现在方便吗？您好，我现在有点忙，不过可以先听您说说具体是什么问题。如果是账户异常的...,喂，您好，这里是您的银行客服中心目检测到您的账户，有异常活动，需要您配合，我们进行安全验证。请问您现在方便吗？,喂，您好，这里是您的银行客服中心目检测到您的账户，有异常活动，需要您配合，我们进行安全验证。请问您现在方便吗？您好，我现在有点忙，不过可以先听您说说具体是什么问题。如果是账户异常的话，我确实需要了解一下。好的，感谢您的配合。能为了确保您的账户安全，我们需要您提供一下身份证号码。便便，我核提您您的份份，您个授权呢？非常简单，大约需需要几分钟理解，您需要核实身份，但是出于安全考虑，我通常不会通过电话提供身份证号。您能告诉我具体是什么异常活动呢？这样我也可以先了解一下，我明白白的顾顾原因，请您放心。我们的系统是绝对安全的。我目前我们发现您的账户有疾笔，如前授权的转账金额达到几千元。那为了您的账户安全，我们迫切需要您提供身份证号码，以迅速冻结账户，避免更大的损失。谢谢您的理解，但我还是觉得不太妥当。您能否告诉我，我可以通过哪些更安全的方式验证份证，比如直接去银行网点或通过银行的官方网站，这样我也可以更放心。,包含典型风险触发词,2026-06-27,164
taf-0149,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-1/tts_fraud_00934/tts_fraud_00934.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,7.13,404,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，这里是建设银行客服中心，我是客服代表小李。我们检测到您的账户存在异常交易，为保障您的资金安全需要您配合，我们进行身份验证。请您提供一下开户时使用的身份证号码。你好，小李，我最...,您好，这里是建设银行客服中心，我是客服代表小李。我们检测到您的账户存在异常交易，为保障您的资金安全需要您配合，我们进行身份验证。,您好，这里是建设银行客服中心，我是客服代表小李。我们检测到您的账户存在异常交易，为保障您的资金安全需要您配合，我们进行身份验证。请您提供一下开户时使用的身份证号码。你好，小李，我最近确实收到一些奇怪的短信，说我的账户有问题。不过呢我怎么确定你是真的银行客服呢？哦，我听说过很多类似的诈骗电话，比如说你能提供一些具体的交易信息吗？这样我可以确认一下，理解您的顾虑。我们确实收到很多客户反馈，近期有不法分子冒充银行客服进行诈骗。为了证明我的身份，我可以告诉您，最近您的账户在昨日上午九点二十一分，有一笔五百元的转账记录。收款方是公司，您可以在银行官方AAP上查看这笔交易，确认我的身份。为了您的账户安全，我们需要尽快完成身份验证。请您提供身份证号码好吗？好的，你说的这笔交易我确实记得，不过呢我还是觉得有些不放心。那你们银行有没有提供其他的验证方式，比如通过官方app或者直接去柜台确认，这样我感觉就更安全一些。,包含典型风险触发词,2026-06-27,165
taf-0841,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_00247/tts_fraud_00247.mp3,True,彩票诈骗,彩票中奖诈骗,SC-05 虚假中奖,SC-05,虚假中奖,done,done,4.57,404,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,你好，我是国家彩票中心的客服代表。恭喜您中得了一等奖，奖金高达五百万元。由于这个特别奖项，我们需要您提供一些基本信息，以便核实。阿姨现在觉得方便吗？哦，真的吗？不过我之前都没有买过...,你好，我是国家彩票中心的客服代表。恭喜您中得了一等奖，奖金高达五百万元。,你好，我是国家彩票中心的客服代表。恭喜您中得了一等奖，奖金高达五百万元。由于这个特别奖项，我们需要您提供一些基本信息，以便核实。阿姨现在觉得方便吗？哦，真的吗？不过我之前都没有买过这种彩票，就是怎么回事呢？这是一次特别活动，我们随机抽取了幸运用户，您就是其中一位。为了避免错过您的奖金呢，我们需要您尽快提供一些基本信息，比如姓名和联系方式。那您能提供吗？哦，对样哦，不过我之前好像看过一些类似的这种诈骗新闻，说要先交什么手续费什么的哦，就说你们不会也要我先交钱吧，理解您的顾虑，但请您放心，我们是正规的彩票中心，绝不会要求您先交钱。不过，为了确保奖金能够顺利发放，我们需要您先提供一些基本信息进行核实。这一步非常简单，您只需要告诉我您的全名和联系电话就可以了。哦，我明白了明白了，不过我还是有点担心，毕竟这种事情听起来有点不可思议。我明白了，那要不这样，我先去查一下你们的官方信息，确认一下再给你回复可以吗？,包含典型风险触发词,2026-06-27,166
